10.0.0.202,3809765094
10.0.0.204,8571635013
10.0.0.209,17578100565
10.0.0.212,5031925005
10.0.0.214,8485815018
10.0.0.217,4679215007
10.0.0.219,11501555151
10.0.0.224,4669655001
10.0.0.228,4654825094
10.0.0.229,4665965096
10.0.0.237,16829039045
10.0.0.238,4664725099
10.0.0.240,5231845007
10.0.0.247,11605475169
10.0.0.249,5790255005
10.0.0.250,4510505097
10.0.0.252,4995225006
10.0.0.255,4678845008
10.0.1.1,17624790619
10.0.1.3,4928415004
10.0.1.4,8484105018
10.0.1.5,2242205067
10.0.1.7,6471585000
10.0.1.8,9448195017
10.0.1.9,20989413449
10.0.1.11,5223205003
10.0.1.12,340125035
10.0.1.13,5492215002
10.0.1.15,4670825007
10.0.1.18,4655895094
10.0.1.19,9661055016
10.0.1.20,4925355000
10.0.1.21,9219855018
10.0.1.23,4682425007
10.0.1.25,5787595006
10.0.1.26,11172645134
10.0.1.27,19913122568
10.0.1.28,4661795093
10.0.1.31,4673425006
10.0.1.32,4675325005
10.0.1.33,16741589903
10.0.1.34,1375915043
10.0.1.35,5502495003
10.0.1.37,1365055040
10.0.1.39,5787695008
10.0.1.42,4663825090
10.0.1.45,5504715008
10.0.1.46,1368035043
10.0.1.47,5223195003
10.0.1.48,3733195094
10.0.1.49,1005095039
10.0.1.50,6476865007
10.0.1.51,4655205091
10.0.1.52,4679375000
10.0.1.53,11799765199
10.0.1.56,4670635003
10.0.1.57,14735038367
10.0.1.60,4651725097
10.0.1.61,5504095001
10.0.1.64,4682505009
10.0.1.66,4680465000
10.0.1.68,5789035006
10.0.1.70,15741888063
10.0.1.71,4648265093
10.0.1.72,4925005000
10.0.1.74,5274675000
10.0.1.75,5031935005
10.0.1.76,17828651145
10.0.1.77,5144255008
10.0.1.79,15741858065
10.0.1.80,4996705008
10.0.1.81,11501755155
10.0.1.82,11337355140
10.0.1.83,4673985009
10.0.1.84,1365785049
10.0.1.85,16742709926
10.0.1.98,19845342488
10.0.1.114,20529422158
10.0.1.120,20529202157
10.0.1.126,4663395090
10.0.1.132,4924005003
10.0.1.153,4665025098
10.0.1.158,4665685094
10.0.1.162,4661825093
10.0.1.163,4922975000
10.0.1.165,1368545040
10.0.1.166,4650935096
10.0.1.168,4923995003
10.0.1.169,4660975095
10.0.1.170,4660935095
10.0.1.171,4928025009
10.0.1.172,4661025096
10.0.1.173,8578965016
10.0.1.175,4651275091
10.0.1.177,5502915009
10.0.1.178,4924105005
10.0.1.179,4666425098
10.0.1.180,6471695006
10.0.1.181,20737763203
10.0.1.182,20991213456
10.0.1.183,5503795007
10.0.1.184,4666075090
10.0.1.185,4995385008
10.0.1.189,4661975097
10.0.1.190,5490465006
10.0.1.191,4923955003
10.0.1.192,11634905164
10.0.1.193,4924145006
10.0.1.194,16889720167
10.0.1.196,4662315091
10.0.1.197,4666395098
10.0.1.198,4662445093
10.0.1.199,4923845000
10.0.1.200,11015215113
10.0.1.201,4924015004
10.0.1.202,4662435092
10.0.1.203,19101872141
10.0.1.205,4664955096
10.0.1.206,4660875094
10.0.1.207,6471085009
10.0.1.208,4665605093
10.0.1.209,6471435006
10.0.1.210,14292807487
10.0.1.211,16810019099
10.0.1.212,1390605042
10.0.1.213,4665695095
10.0.1.214,19153842111
10.0.1.215,6471775000
10.0.1.216,11799325197
10.0.1.219,4662425092
10.0.1.220,4665625093
10.0.1.221,4662305091
10.0.1.222,4925155003
10.0.1.223,6471475007
10.0.1.224,4924095005
10.0.1.225,4924055004
10.0.1.226,4924125006
10.0.1.228,6471015007
10.0.1.230,4661515096
10.0.1.231,4662735098
10.0.1.235,3929125091
10.0.1.236,5173215008
10.0.1.241,4666695004
10.0.1.243,4663025092
10.0.1.244,4666615001
10.0.1.245,4924205009
10.0.1.247,4666595001
10.0.1.248,4924025004
10.0.1.249,4925105002
10.0.1.250,4650855095
10.0.1.252,4666485099
10.0.1.253,4925115003
10.0.1.254,6470565007
10.0.1.255,11706215190
10.0.2.0,4666685003
10.0.2.1,11015245114
10.0.2.11,15469318599
10.0.2.13,17790240045
10.0.2.101,5228115001
10.0.2.102,20551262127
10.0.2.104,11581455167
10.0.2.106,11984975116
10.0.2.108,6470415004
10.0.2.109,4665615093
10.0.2.110,11705555196
10.0.2.111,11635415169
10.0.2.112,4657185099
10.0.2.113,4665645094
10.0.2.115,11015185113
10.0.2.116,4664265099
10.0.2.117,4652165096
10.0.2.118,18972841260
10.0.2.120,15694618911
10.0.2.122,6471885003
10.0.2.124,11635555161
10.0.2.125,4665065099
10.0.2.127,4664995097
10.0.2.128,6470445004
10.0.2.130,4665805090
10.0.2.131,4665795099
10.0.2.132,4664275090
10.0.2.133,5173305008
10.0.2.134,6129535003
10.0.2.135,6471225002
10.0.2.137,4680195001
10.0.2.139,5514065001
10.0.2.142,6471325004
10.0.2.145,4663055092
10.0.2.146,4665675094
10.0.2.150,4927735004
10.0.2.151,4669875007
10.0.2.152,4660985096
10.0.2.153,4664965096
10.0.2.155,13572947141
10.0.2.156,4928145000
10.0.2.157,4666325096
10.0.2.159,4663075093
10.0.2.16,4666675003
10.0.2.163,11635525163
10.0.2.164,4655795093
10.0.2.165,20964483444
10.0.2.166,4665775098
10.0.2.168,4923115003
10.0.2.17,4665405099
10.0.2.170,4665485091
10.0.2.172,11726635199
10.0.2.173,4665705095
10.0.2.175,4996395004
10.0.2.176,6471295003
10.0.2.178,11798775193
10.0.2.18,4665345098
10.0.2.180,11634615160
10.0.2.181,4927695003
10.0.2.182,4925445001
10.0.2.183,4923945002
10.0.2.184,4666095090
10.0.2.187,4662975091
10.0.2.189,12192225218
10.0.2.19,4922995001
10.0.2.190,4669655001
10.0.2.192,4924635001
10.0.2.193,4664625098
10.0.2.194,4666345097
10.0.2.199,4653305096
10.0.2.2,6471985004
10.0.2.20,4922955000
10.0.2.200,4661055097
10.0.2.201,5789455006
10.0.2.202,4665105091
10.0.2.203,6471355005
10.0.2.204,11635645160
10.0.2.205,5491055001
10.0.2.207,4665085090
10.0.2.208,4662345092
10.0.2.209,4665525092
10.0.2.21,4664375093
10.0.2.212,4665635093
10.0.2.213,11015155113
10.0.2.216,4924995000
10.0.2.217,4666445098
10.0.2.218,4662405092
10.0.2.22,4650605090
10.0.2.221,4657555096
10.0.2.223,11706555197
10.0.2.224,20310892983
10.0.2.225,4661225090
10.0.2.227,4675065004
10.0.2.229,4663005091
10.0.2.23,16534219432
10.0.2.230,4664515096
10.0.2.231,4664495095
10.0.2.232,4664485095
10.0.2.233,4927845006
10.0.2.234,4996105001
10.0.2.237,5787935002
10.0.2.238,5172455000
10.0.2.239,5222255001
10.0.2.24,4650565099
10.0.2.241,13482706038
10.0.2.242,8570615016
10.0.2.244,8647025017
10.0.2.245,6459015007
10.0.2.246,4681325008
10.0.2.247,4666455099
10.0.2.248,11799075198
10.0.2.249,5502495003
10.0.2.25,11605275164
10.0.2.251,5669125003
10.0.2.252,4668705001
10.0.2.253,6471595001
10.0.2.255,1377245047
10.0.2.28,4666715004
10.0.2.29,4650685091
10.0.2.3,4652905098
10.0.2.30,4650795093
10.0.2.32,4651975091
10.0.2.34,11706305199
10.0.2.38,4666505099
10.0.2.39,4666525000
10.0.2.4,6470965006
10.0.2.40,4665555092
10.0.2.41,11705485192
10.0.2.43,4662915090
10.0.2.44,17421070519
10.0.2.45,4666665003
10.0.2.49,4652695096
10.0.2.50,4662485093
10.0.2.51,4665435099
10.0.2.52,6472095006
10.0.2.54,4665445099
10.0.2.56,4662495093
10.0.2.57,4665545092
10.0.2.58,11705725194
10.0.2.59,4650665091
10.0.2.6,11705635194
10.0.2.60,6472065005
10.0.2.61,4666575001
10.0.2.62,4652175096
10.0.2.63,13040526579
10.0.2.65,993485033
10.0.2.66,4662805099
10.0.2.67,4665375098
10.0.2.68,4666585001
10.0.2.69,4666535000
10.0.2.7,4662565094
10.0.2.70,4661075097
10.0.2.71,4665565093
10.0.2.73,11634615160
10.0.2.75,4664415094
10.0.2.76,11014595112
10.0.2.78,4665535092
10.0.2.79,4924285001
10.0.2.8,4679155006
10.0.2.80,4925405001
10.0.2.81,4662905090
10.0.2.82,4665755097
10.0.2.83,4922985001
10.0.2.85,11248715144
10.0.2.86,4924315001
10.0.2.87,4927725004
10.0.2.89,4661595097
10.0.2.90,4661445094
10.0.2.91,4661455095
10.0.2.97,4666495099
10.0.2.98,8706185018
10.0.2.99,4650595090
10.0.3.0,5526115004
10.0.3.12,4652985092
10.0.3.13,1368185046
10.0.3.2,4680045006
10.0.3.20,5503975009
10.0.3.23,11685975184
10.0.3.25,3738875098
10.0.3.26,5222675000
10.0.3.28,4675425006
10.0.3.3,3688065095
10.0.3.33,4929155004
10.0.3.34,1364955049
10.0.3.35,5504565007
10.0.3.36,20994943462
10.0.3.38,5222695000
10.0.3.39,5502245009
10.0.3.4,4656685099
10.0.3.41,5491685003
10.0.3.42,4661925096
10.0.3.43,4663565093
10.0.3.46,3503085082
10.0.3.48,11634715169
10.0.3.5,8569935018
10.0.3.50,4669785004
10.0.3.54,4924895006
10.0.3.55,4679815000
10.0.3.6,4679345009
10.0.3.61,4661895096
10.0.3.67,4665955095
10.0.3.70,1378075047
10.0.3.72,4665005097
10.0.3.74,4660575098
